item,itemLabel,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q29514826,Nkeiruka Onyejeocha,Q4729266,APC,,,2019-06-11,,female,Q29514826-62425503-F593-4C19-B1F1-6DCCFC84A1B4
Q111141615,Nnolim Nnaji,Q1551163,PDP,Q59681128,Nkanu East/Nkanu West,2019-06-11,,,Q111141615-59872F4B-ABC1-4880-9922-C32C4179FDB0
Q28968008,Nse Ekpenyong,Q1551163,PDP,Q59680983,Oron/Mbo/Okobo/Udung Uko/Urue Offong/Oruko,2019-06-11,,male,Q28968008-2E015E61-A533-4C70-BFD8-4EBB7ABE1889
Q111141617,Nsikak Ekong,Q1551163,PDP,,,2019-06-11,2019-11-09,,Q111141617-891A6F44-8C9F-452F-A816-A6F8E31998E0
Q111141617,Nsikak Ekong,Q1551163,PDP,,,2020-01-30,,,Q111141617-AB9A7A75-EB42-474E-A44C-B5DDE5003591
Q30643909,Obinna Chidoka,Q1551163,PDP,Q59680964,Idemili North/Idemili South,2019-11-19,,male,Q30643909-6D7F493E-92A0-4CEF-AA03-A55900998E8A
Q111141619,Obinna Onwubuariri,Q1551163,PDP,Q59681143,Isiala Mbano/Okigwe/Onuimo,2019-06-11,2019-09-18,,Q111141619-826D4EAD-8204-4B67-9332-E854BB04A1B1
Q111141621,Obua Azibapu Fred,Q1551163,PDP,Q59681013,Ogbia,2019-06-11,,,Q111141621-DA5A2DBF-CF41-4243-BCD9-4E68529C6DBD
Q35539979,Ochiglegor Idagbo,Q1551163,PDP,,,2019-06-11,2021-06-29,,Q35539979-9FCF25D0-CA09-4258-A45A-4921E5542EEA
Q35539979,Ochiglegor Idagbo,Q4729266,APC,,,2021-06-29,,,Q35539979-0F25801A-8DA4-4223-AE4B-80F6758D4CC8
Q111141623,Ofor Gregory Chukwuegbo,Q1551163,PDP,Q59681117,Enugu North/Enugu South,2019-06-11,,,Q111141623-C1CA2300-7D57-43CE-AE28-5068DD8B1368
Q35537339,Oghene Egoh,Q1551163,PDP,,,2019-06-11,,,Q35537339-C2F98711-DEF7-49B8-B31C-E24FF8029E5F
Q28968132,Ogor Okuweh,Q1551163,PDP,,,2019-06-11,,male,Q28968132-F40031E8-6695-4A79-8834-B2E1EB57DFD7
Q102229778,Ogunlola Olubunmi,Q4729266,APC,Q59681113,Ijero/Ekiti West/Efon,2019-06-11,,female,Q102229778-B50A1335-386B-497E-A82B-A2D163AFBD93
Q35536601,Okafor John,Q4729266,APC,Q59680959,Aguata,2019-09-17,,male,Q35536601-8ECBD5FA-0674-44D2-9F5F-916D8FBE1E0B
Q111141624,Okwudili Ezenwankwo,Q4729271,APGA,,,2019-06-11,2021-09,,Q111141624-19493C33-26D1-4CBE-8F3F-C9F3ADF751E2
Q111141624,Okwudili Ezenwankwo,Q4729266,APC,,,2021-09,,,Q111141624-218442C6-DBEC-4E7B-B77C-44FF134501F3
Q111141625,Olaide Adewale Akinremi,Q4729266,APC,Q59681466,Ibadan North,2019-06-11,,,Q111141625-7C39E85B-4C83-480E-ACB0-CDF63C679B64
Q111141627,Olaifa Jimoh Aremu,Q60143323,ADC,,,2019-06-11,2021-03-17,,Q111141627-3821F7E9-55A1-4B47-A183-800ECCE69092
Q111141627,Olaifa Jimoh Aremu,Q4729266,APC,,,2021-03-17,,,Q111141627-6DB1A5DB-5391-4941-A620-E3A73DF196DF
Q111141631,Olajide Jimoh,Q4729266,APC,Q59681339,Lagos Mainland,2019-06-11,,,Q111141631-0CA799C2-83B0-437C-84C8-1F47A422A1E9
Q35536681,Olajide Olatubosun,Q4729266,APC,,,2019-06-11,,,Q35536681-F7318352-033B-4A51-B6BF-64D519F47529
Q111141632,Olalekan Rasheed Afolabi,Q4729266,APC,Q59681429,Odo-Otin/Ifelodun/Boripe,2019-06-11,,,Q111141632-72E4FCE5-0181-459D-BE54-F876B062BC82
Q35537487,Olatunji Shoyinka,Q1551163,PDP,Q59681358,Surulere II,2019-06-11,,,Q35537487-779483E2-F13E-4B80-AD20-0166D7615156
Q111141633,Olubukola Oyewo,Q4729266,APC,,,2019-06-11,,,Q111141633-B7F6EEB7-11CB-4C2C-B670-D6A9184E88DE
Q105981510,Olubunmi Tunji-Ojo,Q4729266,APC,Q59681407,Akoko North East/Akoko North West,2019-06-11,,male,Q105981510-67AA1A2B-7F2E-4709-A50E-A487807A3FA8
Q35538484,Olufemi Adebanjo,Q4729266,APC,Q59681317,Alimosho,2019-06-11,,,Q35538484-68F718BF-9D0F-427C-8CCE-BFF69BEC8752
Q35539429,Olufemi Fakeye,Q4729266,APC,,,2019-06-11,,,Q35539429-A406B426-0225-4F2B-8238-CDAC14E3B07F
Q111141634,Olumide Ojerinde,Q4729266,APC,,,2019-06-11,,,Q111141634-5CF349DC-7BCB-40E7-8B2D-F05773AC2C23
Q111141635,Olumide Osoba,Q4729266,APC,,,2019-06-11,,,Q111141635-087E4D02-FB51-432C-8077-179D5B4459EB
Q111141636,Oluokun Akintola,Q4729266,APC,Q59681442,Akinyele/Lagelu,2019-06-11,,,Q111141636-743F80CD-DCA7-4EE4-840F-318293760097
Q111141639,Olusola Steve Fatoba,Q4729266,APC,,,2019-06-11,,,Q111141639-68118A0F-3D85-40D0-AED3-6CE71D21B1CB
Q111141640,Oluwatimehin Adelegbe,Q4729266,APC,Q59681424,Owo/Ose,2019-06-11,,,Q111141640-265431EF-8E45-4D7E-9613-18B97D0C6FBE
Q50825739,Oluwole Oke,Q1551163,PDP,Q59681433,Obokun/Oriade,2019-06-11,,male,Q50825739-AFDC75F4-F222-4B9B-BD4F-CF31180E8D9D
Q111141641,Oluyemi Adewale Taiwo,Q1551163,PDP,Q59681449,Ibarapa East/Ido,2019-06-11,,,Q111141641-40E06D61-FE17-480E-9010-815737DA264B
Q35536416,Omar Tata,Q4729266,APC,,,2019-06-11,2019-11-14,male,Q35536416-173AFE6C-1B6F-4A0C-9634-9E209FEA3E20
Q35538117,Omoregie Ogbeide-Ihama,Q1551163,PDP,Q59681100,Oredo,2019-06-11,,,Q35538117-EDB760AA-F135-474C-80E4-DB2873B843DC
Q21063010,Onofiok A. Luke,Q1551163,PDP,,,2019-06-11,,male,Q21063010-AD432D45-4B77-407E-9500-25C8B681703E
Q35540082,Ossai Nicholas Ossai,Q1551163,PDP,Q59681075,Nkokwa East/Ndokwa West/Ukwuani,2019-06-11,,male,Q35540082-780A087D-7156-41A2-86A4-8D40F337FA60
Q35536670,Ossy Prestige,Q4729271,APGA,Q59680913,Aba North/Aba South,2019-06-11,2021-02-06,male,Q35536670-468003EE-FB6F-48D9-82DD-16B2C70BDC90
Q111141642,Paschal Chigozie Obi,Q60058152,AA,,,2019-06-11,2020-02-13,,Q111141642-B16366B5-0669-4D02-AF3B-FA38D23B57D1
Q111141642,Paschal Chigozie Obi,Q4729266,APC,,,2020-02-13,,,Q111141642-3B588A96-149F-4117-8933-CCE7AE9475C6
Q111141645,Pat Asadu,Q1551163,PDP,Q59681129,Nsukka/Igbo-Eze South,2019-06-11,,,Q111141645-AB9DA507-E31D-4567-9760-CA851B460795
Q111141647,Patrick Ifon,Q1551163,PDP,Q59680976,Eket/Onna/Esit Eket/Ibeno,2019-06-11,,,Q111141647-84A102F3-776F-4CB8-8730-4F27FFDD0F8F
Q35536547,Peter Ohiozojeh Akpatason,Q4729266,APC,Q59681094,Akoko-Edo,2019-07-03,,,Q35536547-F85F6255-8206-490D-9633-9D0E48A613D5
Q111141648,Peter Owolabi,Q4729266,APC,Q59681114,Ikole/Oye,2019-07-10,,,Q111141648-05EC2AB8-35FF-4A8F-937B-A0A53A672A06
Q111141650,Preye Influence Goodluck Oseke,Q4729266,APC,Q59681016,Southern Ijaw,2019-06-11,,,Q111141650-E3997665-0230-4A57-9FC4-11E81FDCCCE8
Q105393512,Raheem Olawuyi,Q4729266,APC,,,2019-06-11,,male,Q105393512-BDABB97B-3A73-485F-810D-66FCC69A517A
Q104530981,Raphael Adeyemi Adaramodu,Q4729266,APC,,,2019-06-11,,male,Q104530981-602C19D3-E55B-40C5-B13B-480AEDCF1FE2
Q52151627,Richard Bamisile,Q4729266,APC,Q59681109,Emure/Gbonyin/Ekiti East,2019-06-11,,male,Q52151627-ABC4811B-3797-420A-9903-52B5528E4282
Q111141651,Richard Gbande,Q1551163,PDP,Q59681031,Katsina-Ala/Ukum/Logo,2019-06-11,,,Q111141651-F6B42B18-F58B-4BE4-92D8-C30823EBC15A
Q111141653,Rima Kwewum,Q1551163,PDP,,,2019-06-11,,,Q111141653-7EBE0540-7828-48EA-81E4-95CDC5FE23F6
Q111141654,Robert Tyough,Q1551163,PDP,Q59681033,Kwande/Ushongo,2019-06-11,,,Q111141654-26A174F7-6511-4220-9F4C-45F2C2E0C699
Q111141656,Rotimi Agunsoye,Q4729266,APC,Q59681355,Kosofe,2019-06-11,,,Q111141656-6DD8C5FA-FF37-4A64-8265-8C12B11AFFDA
Q111141657,Sada Soli,Q4729266,APC,Q59681257,Jibia/Kaita,2019-06-11,,,Q111141657-5904CE03-3F06-4215-86BD-FE3411D538B7
Q87451110,Saidu Musa Abdul,Q4729266,APC,Q59681375,Bida/Gbako/Katcha,2019-06-11,,male,Q87451110-C9B4DEC8-49FF-42B4-8179-A2A66C6C15B6
Q111141658,Salisu Iro Isansi,Q4729266,APC,Q59681261,Katsina,2019-06-11,,,Q111141658-9A42D263-813A-4CF3-9965-1857D2843680
Q111141660,Sam Onwuaso,Q1551163,PDP,Q59680961,Awka North/Awka South,2019-06-11,,,Q111141660-08CEF0F1-141E-4059-B90E-DA75B005AEF3
Q28051589,Samaila Suleiman,Q4729266,APC,Q59681176,Kaduna North,2019-06-11,,male,Q28051589-8DA2C8CB-00F4-4A00-B825-C1281176A206
Q35536361,Samson Okwu,Q1551163,PDP,Q59681037,Oju/Obi,2019-11-19,,,Q35536361-A89A07BA-689D-4DFF-81A3-91E131D9439F
Q111141661,Samuel Babatunde Adejare,Q4729266,APC,Q59681313,Agege,2019-06-11,,,Q111141661-856B3C7C-31BA-4BA6-BC3A-57BCB5B2CD01
Q35539661,Samuel Onuigbo,Q1551163,PDP,,,2019-06-11,2020-12-17,male,Q35539661-95E2DBAD-8D39-4290-B4BB-6655C2091656
Q35539661,Samuel Onuigbo,Q4729266,APC,,,2020-12-17,,male,Q35539661-51481B0E-CDC6-44B5-9A34-F0849B38B434
Q111141662,Sani Ma'aruf Nass,Q4729266,APC,Q59681238,Minjibir/Ungogo,2019-06-11,,,Q111141662-0C66C2E3-36EF-41E5-9FA0-D989168197AC
Q35537904,Sani Umar Bala,Q4729266,APC,Q59681239,Tsanyawa/Kunchi,2019-06-11,,,Q35537904-D6274B6D-3B1C-4486-A4FE-DCBD445135AD
Q111141663,Sani Umar Dan-Galadima,Q1551163,PDP,,,2019-06-11,2021-06-30,,Q111141663-42B5C5FA-B298-4870-B70C-7B8F8DF19DEF
Q111141663,Sani Umar Dan-Galadima,Q4729266,APC,,,2021-06-30,,,Q111141663-D19CD307-F952-4DC6-BE11-3F611F2050C9
Q108753199,Satomi Ahmad,Q4729266,APC,Q59681054,Jere,2019-06-11,,male,Q108753199-77919C52-2B90-49DD-A47A-D83BBF013FB8
Q111141667,Segun Odebunmi,Q4729266,APC,Q59681461,Ogo-Oluwa/Surulere,2019-06-11,,,Q111141667-68DBF024-4984-42C6-A65E-8784F077D241
Q35539674,Sergius Ogun,Q1551163,PDP,Q59681097,Esan North East/Esan South East,2019-06-11,,,Q35539674-9A635859-6121-4662-8F80-AD0C9D32E321
Q106653074,Sha'aban Ibrahim Sharada,Q4729266,APC,,,2019-06-11,,male,Q106653074-6C297570-8DF7-40B2-89A5-BDAE0BD035F0
Q111141668,Shamsudeen Bello Dambazau,Q4729266,APC,Q59681237,Sumaila/Takai,2019-06-11,,,Q111141668-A290768A-E3EB-4278-B8E6-F811A091C7B5
Q111141669,Shehu Ahmed,Q1551163,PDP,,,2019-06-11,2021-07-06,,Q111141669-4D387236-3DED-4B9C-A15F-3784C6E365A4
Q111141669,Shehu Ahmed,Q4729266,APC,Q59681543,Bungudu/Maru,2021-07-06,,,Q111141669-CB8B4569-8E1F-4C73-8B3A-F59D736E6CBA
Q35537536,Shehu Aliyu,Q4729266,APC,,,2019-06-11,2019-10-30,,Q35537536-FAF12F06-1518-48A3-841F-A7CA17BFD202
Q111143021,Shehu Balarabe,Q4729266,APC,Q59681191,Birnin Gwari/Giwa,2019-06-11,,male,Q111143021-685E48F5-F75C-48B8-B78B-55704C5DEC86
Q111141672,Shehu Barwa Beji,Q4729266,APC,,,2019-06-11,,,Q111141672-22EEA1FA-0A94-4A40-B4AA-F812D7EA8414
Q111141673,Shehu Mohammed Koko,Q4729266,APC,Q59681280,Koko-Besse/Maiyama,2019-06-11,,,Q111141673-B11A4829-1ECE-4223-9ABE-266D4BB8F7F4
Q35537802,Shehu Nicholas Garba,Q1551163,PDP,Q59681190,Jema’a/Sanga,2019-06-11,,male,Q35537802-B92564E0-0A93-48C4-AE4C-0EE236D5573C
Q35537290,Shehu Saleh,Q4729266,APC,Q59681387,Magama/Rijau,2019-06-11,2019-06-12,,Q35537290-CBF9C56D-240C-4592-9D8C-90DDAAE587A7
Q35537290,Shehu Saleh,Q4729271,APGA,Q59681387,Magama/Rijau,2021-02-10,,,Q35537290-C8863E3F-0E5B-4C48-8839-CC6349707903
Q56678163,Shina Peller,Q4729266,APC,Q59681458,Iseyin/Itesiwaju/Kajola/Iwajowa,2019-06-11,,male,Q56678163-2935D035-991B-4B4C-A388-A8BAA70162FA
Q111141675,Simon Atigwe,Q1551163,PDP,,,2019-06-11,,,Q111141675-1F31B44F-5395-49AA-9AE0-F1DF8637A3FD
Q111141676,Simon Mwadkwon,Q1551163,PDP,Q59681474,Barkin Ladi/Riyom,2019-06-11,,,Q111141676-18B23DC9-C55C-4CF7-AB0A-953D4B865A43
Q35539211,Solomon Adaelu,Q1551163,PDP,Q59680919,Obingwa/Ugwunagbo/Osisioma,2019-06-11,,,Q35539211-9CC13C6A-7A30-426C-8DDA-2352A99C5F0E
Q107598364,Solomon Bob,Q1551163,PDP,,,2019-06-11,,male,Q107598364-E2249F78-72CF-41F3-AECD-E9A93796204B
Q35536874,Solomon Maren,Q1551163,PDP,Q59681475,Bokkos/Mangu,2019-06-11,,,Q35536874-FFA1DDEA-9DEB-47D3-934D-43CA99DB0679
Q111141677,Stephen Azaiki,Q1551163,PDP,Q59681017,Yenagoa/Kolokuna/Opokuma,2019-06-11,,,Q111141677-6ADF5781-3844-4760-850B-8F5898336CEC
Q111141678,Sulaiman Abubakar Gumi,Q1551163,PDP,,,2019-06-11,2021-07-06,,Q111141678-754B4DC4-CB00-4F20-8C89-915FC9245372
Q111141678,Sulaiman Abubakar Gumi,Q4729266,APC,Q59681547,Gummi/Bukkuyum,2021-07-06,,,Q111141678-90E17FC6-935D-4FBF-89B5-3A6653E91D48
Q111141680,Suleiman Aliyu Lere,Q4729266,APC,,,2019-06-11,2019-11-07,,Q111141680-A2C5893C-DB66-4DF2-86C6-E2ABEE03395D
Q111141680,Suleiman Aliyu Lere,Q4729266,APC,,,2021-02-16,2021-04-06,,Q111141680-DAC0AF66-BC90-43C3-8B09-63B6B9C0DAF4
Q35539906,Sylvester Ogbaga,Q1551163,PDP,Q59681084,Abakaliki/Izzi,2019-06-11,,male,Q35539906-319CCA33-01B6-4212-BED4-35DE870D5FE5
Q111141683,Taiwo Kolawole,Q4729266,APC,Q59681351,Ajeromi/Ifelodun,2019-06-11,,,Q111141683-A28619FD-7872-4381-9B42-2545C89012E4
Q111141684,Taiwo Oluga,Q4729266,APC,Q16891868,Ayedaade/Irewole/Isokan,2019-06-11,,,Q111141684-41E85E15-BB16-4F20-897B-D35F1FE2DD91
Q35538760,Tajudeen Abbas,Q4729266,APC,Q59681177,Zaria,2019-06-11,,,Q35538760-A77F6D23-370A-4F19-9E26-E70E61B9978D
Q67099464,Tajudeen Adeyemi Adefisoye,Q7550561,SDP,,,2019-06-11,2020-12-16,male,Q67099464-352E2CF0-B429-46FD-8A2D-AE4880DE36DB
Q67099464,Tajudeen Adeyemi Adefisoye,Q4729266,APC,Q59681411,Idanre/Ifedore,2020-12-16,,male,Q67099464-05D2647A-A186-4BCB-84F8-136537FBF063
Q20685008,Tajudeen Obasa,Q1551163,PDP,Q59681344,Ojo,2019-06-11,,male,Q20685008-3BC67D27-B120-48AF-AB34-168C2C325C2C
Q95692830,Taofeek Abimbola Ajilesoro,Q1551163,PDP,,,2019-06-11,,male,Q95692830-1269D65D-CDE5-49D0-87E4-60B09B290CA7
Q111141685,Tasir Wale Raji,Q4729266,APC,Q59681321,Epe,2019-06-11,,,Q111141685-F08A7684-9425-4E56-8F3A-C5F448F8DBD1
Q111141687,Thomas Ereyitomi,Q1551163,PDP,Q59681082,Warri North/Warri South/Warri South West,2019-06-11,,,Q111141687-C4D1FF4B-A612-49C3-8680-F0B6B19A699E
Q35536093,Tijjani Abdulkadir Jobe,Q4729266,APC,Q59681217,Dawakin Tofa/Tofa/Rimin Gado,2019-06-11,,male,Q35536093-F941FFF8-AF7F-4FEC-B84A-B84892D91130
Q111141688,Tijjani Zannah Zakariya,Q4729266,APC,Q59681531,Machina/Nguru/Yusufari/Karasuwa,2019-06-11,,,Q111141688-DBA7CE65-417B-46AD-9419-4CF168571B4F
Q35536347,Toby Okechukwu,Q1551163,PDP,Q59681115,Aninri/Awgu/Oji River,2019-06-11,,,Q35536347-532711AE-1625-473A-855A-185FA8F582E7
Q102228500,Tolulope Akande-Sadipe,Q4729266,APC,Q59681462,Oluyole,2019-06-11,,female,Q102228500-BBB321D8-B045-42C3-9BC2-6658FB7905EB
Q107337717,Uchechukwu Nnam-Obi,Q1551163,PDP,Q59681482,Ahoada West/Ogba Egbema,2019-06-11,,male,Q107337717-736E73B6-1CB5-4EC9-866A-AC2D0B0D2C8E
Q28030538,Ugonna Ozurigbo,Q4729266,APC,Q59681145,Isu/Njaba/Nkwerre/Nwangele,2019-06-13,,male,Q28030538-6F826027-6CD8-41F0-B522-03B154638722
Q111141689,Uju Kingsley Chima,Q60058152,AA,Q59681146,Oguta/Ohaji-Egbema/Oru West,2019-06-11,2020-02-13,,Q111141689-B3036C7B-3C45-4AF3-9597-A81109A09E9D
Q111141689,Uju Kingsley Chima,Q4729266,APC,Q59681146,Oguta/Ohaji-Egbema/Oru West,2020-02-13,,,Q111141689-9EAABDB9-59DD-4669-8C19-A48871E52A3B
Q35539294,Uko Nkole,Q1551163,PDP,Q59680914,Arochukwu/Ohafia,2019-06-11,,male,Q35539294-AD902317-027D-45B6-9076-138395B49425
Q111141690,Umar Abdulkadir Sarki,Q7165739,PRP,Q59681011,Katagum,2019-06-11,,,Q111141690-CF490C96-F7E5-4CED-86F4-AD876FD612CF
Q111141693,Umar Abdullahi Kamba,Q4729266,APC,Q59681266,Arewa/Dandi,2019-06-11,,,Q111141693-B8487272-2686-468D-B131-CE8F2EEA60A6
Q28968135,Umar Barde Yakubu,Q1551163,PDP,Q59681189,Chikun/Kajuru,2019-06-11,,male,Q28968135-05303E7F-15BE-41D4-9F0C-CD72CB06F643
Q111141694,Umar Muda Lawal,Q4729266,APC,Q59680997,Toro,2019-06-11,,,Q111141694-F50A4BDC-1AAB-404D-92C2-DA4E8592294B
Q111141695,Umar Saidu Doka,Q4729266,APC,Q59681389,Shiroro/Rafi/Munya,2019-06-11,,,Q111141695-8ADD9616-871A-4D88-B385-5F0BE731B607
Q71333232,Unyime Idem,Q1551163,PDP,Q59680985,Ukanafun/Oruk Anam,2019-06-11,,male,Q71333232-ED65E425-EB16-4E50-8C3F-9A139E7A5C7A
Q111141696,Usman Abdullahi Gbatamangi,Q4729266,APC,Q59681385,Lavun/Mokwa/Edati,2019-06-11,,,Q111141696-C2436967-D54C-4014-AFA1-C423CD4948C3
Q111141697,Usman Bello Kumo,Q4729266,APC,Q59681130,Akko,2019-06-11,,,Q111141697-0743B094-BA8C-40E1-A427-C448ED2276CB
Q35538221,Usman Ibrahim Auyo,Q4729266,APC,,,2019-06-11,,,Q35538221-A84D113C-56E9-44DA-8D4F-6BC3D3FF4500
Q35536154,Usman Shiddi,Q4729271,APGA,,,2019-06-11,2020-12-15,male,Q35536154-58E8ED7C-393A-495C-9FD7-7FE4641717C3
Q35536154,Usman Shiddi,Q4729266,APC,Q59681518,Ibi/Wukari,2020-12-15,,male,Q35536154-C688DFE3-66F7-435E-B514-469432780B1C
Q111141698,Usman Zannah,Q4729266,APC,Q59681044,Kaga/Gubio/Magumeri,2019-06-11,,,Q111141698-B8E24F04-DE43-4AA3-89C1-8AD9BA7BD0C7
Q35538106,Uzoma Nkem-Abonta,Q1551163,PDP,Q59680921,Ukwa East/Ukwa West,2019-06-11,,,Q35538106-D2BE8F4C-3691-4A9F-A188-7BC8498C3999
Q111141699,Valentine Ayika,Q1551163,PDP,Q59680963,Njikoka/Dunukofia/Anaocha,2019-06-11,2019-11-02,,Q111141699-226C882B-984F-4381-ACFA-CD2BC42E7235
Q69541341,Victor Mela Danzaria,Q4729266,APC,Q59681132,Balanga/Billiri,2019-06-11,,male,Q69541341-FC753CEF-7FCA-48E8-9452-6C3682146A45
Q35536465,Victor Nwokolo,Q1551163,PDP,Q59681073,Ika North East/Ika South,2019-06-11,,,Q35536465-0136E619-0F00-456B-A9C0-B3808DF1174D
Q111141701,Vincent Ofumelu,Q1551163,PDP,,,2019-06-11,2021-09-30,,Q111141701-74829F45-C22E-4D4D-A83D-2037C9D2DF7B
Q111141701,Vincent Ofumelu,Q4729266,APC,Q59680960,Oyi/Ayamelum,2021-09-30,,,Q111141701-B720B2DE-C9E6-4CC9-A8B5-AD72D9E588DE
Q111141702,Yakubu Nuhu Danja,Q4729266,APC,Q59681244,Bakori/Danja,2019-06-11,2019-07,,Q111141702-9D68ABBF-E9F3-4320-8988-083A3240BF4B
Q111141703,Yakubu Shehu Abdullahi,Q7165739,PRP,Q59680995,Bauchi,2019-06-11,2021-02-16,,Q111141703-209732FC-EABB-498E-B28A-1A639BF79848
Q111141703,Yakubu Shehu Abdullahi,Q4729266,APC,Q59680995,Bauchi,2021-02-16,,,Q111141703-2623BDA4-E36E-4DBA-91E0-7197FE70592C
Q111141704,Yaya Bauchi Tango,Q4729266,APC,,,2019-06-11,2022-01-22,,Q111141704-4994E8F9-94AA-4A1C-91CE-18311A1487E9
Q111141704,Yaya Bauchi Tango,Q1551163,PDP,,,2022-01-24,,,Q111141704-F5CFEA14-152F-45FE-955C-75F595F9A062
Q107547621,Yuguda Hassan Kila,Q4729266,APC,Q59681163,Gwaram,2019-06-11,2021-03-04,male,Q107547621-0C456896-C62F-4EFE-BB69-D82C5604FBB9
Q35536941,Yunusa Ahmad Abubakar,Q4729266,APC,Q59681131,Yamaltu/Deba,2019-06-11,,,Q35536941-263B69C5-5A64-4E96-8CB1-70D860B938A6
Q111141705,Yusuf Ahmad Badau,Q4729266,APC,Q59681205,Shanono/Bagwai,2019-06-11,,,Q111141705-4DF6FBDF-D26E-4B2D-9D9C-8C4210AE8A6E
Q111141706,Yusuf Ahmed Tijjani,Q4729266,APC,Q59681298,Okene/Ogori-Magogo,2019-06-11,,,Q111141706-48778ED9-9914-4941-82CB-4E7810A84D30
Q111141707,Yusuf Buba Yakub,Q4729266,APC,Q59680936,Gombi/Hong,2019-06-11,,,Q111141707-0CC2CC34-B3CB-4ECC-8315-09E308F899A7
Q111141709,Yusuf Galami,Q4729266,APC,Q59681163,Gwaram,2021-06-29,,,Q111141709-A2C15C86-4C4D-460A-BBDC-4F0C8C88A744
Q111141710,Yusuf Isah Kurdula,Q4729266,APC,Q59681506,Tangaza/Gudu,2019-06-11,,,Q111141710-FB10D9B3-8302-442B-850F-8B5FBB1A979F
Q111141711,Yusuf Sa'idu Miga,Q4729266,APC,Q59681170,Jahun/Miga,2019-06-11,,,Q111141711-8346BFCB-DB7A-4C9A-8773-EE02DD23ECBB
Q107709606,Yusuf Tajudeen,Q1551163,PDP,,,2019-06-11,,male,Q107709606-E03AC8D1-20D3-4E1D-B78D-ED9B5CFB890B
Q111141713,Yusuf Tanko Sununu,Q4729266,APC,Q59681282,Ngaski/Shanga/Yauri,2019-06-11,,,Q111141713-1D8C332A-06B1-4A90-A48F-C739BCB8E974
Q101244291,Zainab Gimba,Q4729266,APC,Q59681040,Bama/Ngala/Kala-Balge,2019-06-11,,female,Q101244291-018CCE0B-64F1-4D64-8667-DC17E0EAFE77
Q111141715,Zakaria Dauda Nyampa,Q1551163,PDP,Q59680939,Madagali/Michika,2019-06-11,,,Q111141715-EA19BBE9-9C9B-4DDD-BFF6-B357F3C41AE5
Q107001123,Zakariyau Galadima,Q4729266,APC,Q59681526,Bade/Jakusko,2019-06-11,,male,Q107001123-3ECDCBF5-E907-40FE-90E9-FBBCCEC940CA
Q104531233,Zayyad Ibrahim,Q4729266,APC,Q59681179,Igabi,2019-07-03,,male,Q104531233-1EEC13AE-5FA6-470A-A29E-C3FF320566B7
