item,itemLabel,position,positionLabel,start,psid
Q101245550,Mohammed Hassan Abdullahi,Q111079664,"Minister of State for Science, Technology and Innovation",2019-08-21,Q101245550-733EBC47-A79A-45D6-B4B6-D34AF0811AE1
Q101693651,Zubairu Dada,Q109661385,Minister of State for Foreign Affairs of Nigeria,2019-01-01,Q101693651-9E36CA15-D2F9-4086-8434-C96A85D80B46
Q107453260,Clement Agba,Q108036022,Minister of Budget and National Planning,2019-01-01,Q107453260-B1D6C7FF-81AF-4D6B-B06F-E59A84B87821
Q107491747,Omotayo Alasoadura,Q111079659,Minister of State for Niger Delta Affairs,2019-09-24,Q107491747-85B1E13C-26E4-4D4D-87B2-17C0233695BE
Q108704107,Mohammed Maigari Dingyadi,Q109661675,Minister of Police Affairs,2019-08-21,Q108704107-AC25D2D5-19FC-44DD-9190-98CFFF4F2DC3
Q109252006,Muhammad Mahmood Abubakar,Q109661479,Minister of Environment,2019-08-21,Q109252006-D6F65446-F42D-4AAE-9D30-66ED4F2FC79C
Q109252006,Muhammad Mahmood Abubakar,Q109661491,Minister of Agriculture and Rural Development,2021-09-01,Q109252006-3281F3A6-8E4D-4516-BA70-74594651349D
Q109661629,Abubakar D. Aliyu,Q108036501,Minister of Power,2021-09-01,Q109661629-728a6cf9-496b-1412-cb89-9fee53b4f246
Q111079726,Muazu Sambo,Q111079722,Minister of State for Works and Housing,2021-12-24,Q111079726-0B79D64E-3587-44A5-ACB2-6BEC896851B0
Q13140763,Niyi Adebayo,Q109661459,"Minister of Industry, Trade and Investment",2019-08-21,Q13140763-2B609A8D-8E5C-45E0-9414-9005F2CAF873
Q13655513,Ogbonnaya Onu,Q108035729,Minister of Science and Technology,2019-06-14,Q13655513-FB4D5F51-1678-4BA8-98A5-A25D3597BF87
Q18355928,Uchechukwu Sampson Ogah,Q108037343,"Minister of State, Mines and Steel Development",2019-08-21,Q18355928-02793399-A192-4AE9-862E-D2771AF28D49
Q19561129,Lai Mohammed,Q108037314,Minister of Information and Culture,2015-11-01,Q19561129-2BD8EE78-6F31-4DAC-8CE2-C5FCCB35361B
Q19667657,Festus Keyamo,Q111079660,Minister of State for Labour and Employment,2019-09-24,Q19667657-15FDFE37-FBFF-4B35-BDF4-B79F63F547C6
Q20195461,Sadiya Umar Farouq,Q109661410,"Minister of Humanitarian Affairs, Disaster Management and Social Development",2019-08-21,Q20195461-6AB3F02E-C913-49A2-90B1-0CD86047CE25
Q21467394,Geoffrey Onyeama,Q3354633,Minister of Foreign Affairs,2015-01-01,Q21467394-136cc5e7-48bc-ce01-ef4b-55e8e52a93c4
Q23714146,Abubakar Malami,Q108035665,Attorney General of the Federation,2015-11-11,Q23714146-D0F7271A-43E4-419B-82ED-843DF14B350A
Q23714146,Abubakar Malami,Q108035668,Minister of Justice,2015-11-11,Q23714146-E4BEA3BD-FEE2-4310-B4A7-B50B35E52681
Q27830470,Pauline Tallen,Q108037288,Minister of Women Affairs and Social Development,2019-01-01,Q27830470-50261562-53EE-4F67-B91F-044288E5F844
Q3509607,Timipre Sylva,Q111079656,Minister of State for Petroleum Resources,2019-08-21,Q3509607-AE9E2D33-8A50-42F8-8A8E-4D89BE80EBDD
Q3510794,Chris Ngige,Q106406342,Nigerian Minister of Labour,2015-11-11,Q3510794-DA311186-BAD9-458E-BDB5-EA795DC00065
Q3510803,George Akume,Q109661921,Minister of Special Duties and Inter-Governmental Affairs,2019-07-23,Q3510803-3D8A0D35-5DB3-4D6F-8A67-8C24AB5106AD
Q361567,Muhammadu Buhari,Q111079730,Minister of Petroleum Resources,2015-11-11,Q361567-3E10A2A5-7D45-4ED9-906C-5050D26EB29A
Q361567,Muhammadu Buhari,Q500282,President of Nigeria,2015-05-29,Q361567-bb38d547-47f9-93d3-fd1a-a95ff28b1815
Q41559149,Adamu Adamu,Q75153172,Education Minister of Nigeria,2015-11-11,Q41559149-766A52B1-B859-47F0-B4F4-504D4CA015F0
Q42559242,Zainab Ahmed,Q5449550,Finance Minister of Nigeria,2018-09-01,Q42559242-765d441b-467e-f1d4-fe5c-b8118aa81cb9
Q42916213,Isa Ali Pantami,Q54601276,Communications minister of Nigeria,2019-08-21,Q42916213-4CBAF8DA-26D0-445A-B6C3-12CF4DA97E8B
Q4681916,Adeleke Mamora,Q111079672,Minister of State for Health,2019-08-21,Q4681916-A4083417-A361-4EDF-A607-08EA718FF836
Q4866857,Bashir Salihi Magashi,Q5251230,Minister of Defence of Nigeria,2019-08-21,Q4866857-9552EDAD-93FC-4AD0-9BA2-304C6DEA5AFA
Q5529326,Gbemisola Ruqayyah Saraki,Q111079667,Minister of State for Transportation,2019-08-21,Q5529326-1ADFE741-3112-4508-93FC-E1EE850D7917
Q5576947,Godswill Akpabio,Q108037311,Minister of Niger Delta,2019-08-21,Q5576947-270A45BD-CF90-424D-A07D-6F2F2112C83A
Q59829052,Mohammed Musa Bello,Q59514359,Minister of the Federal Capital Territory,2015-05-29,Q59829052-8AE8B3EE-5D26-47DA-A15B-BC787A99B9FC
Q62670421,Osagie Emmanuel Ehanire,Q75157896,Minister of Health,2019-08-01,Q62670421-498112ff-0a22-4f3a-9ddf-987d3642dbc3
Q65938686,Ramatu Tijjani Aliyu,Q111079658,Minister of State for Federal Capital Territory,2019-08-19,Q65938686-6AD73984-CFED-40B7-9DDD-C12D2AF03CA2
Q65953957,Sunday Dare,Q108037328,Minister of Youth and Sports,2019-01-01,Q65953957-B25BFFCD-D761-4FF6-9B63-F46160AF6716
Q66039284,Goddy Jedy Agba,Q111079710,Minister of State for Power,2019-08-21,Q66039284-79ED7D19-550F-45C7-A333-BBD96CFF955B
Q66309734,Sharon Ikeazor,Q108037339,Minister of State Environment,2019-08-21,Q66309734-AA423AF4-0321-444E-BC1A-2249C482AB5D
Q66309786,Suleiman Adamu Kazaure,Q108037321,Minister of Water Resources,2015-11-01,Q66309786-447ABA62-5F0B-4795-9BA9-55EFA6C6EF69
Q66901800,Chukwuemeka Nwajiuba,Q111079668,Minister of State for Education,2019-08-21,Q66901800-C093AED7-7610-4FB8-91A9-7419F8688AA8
Q7296120,Rauf Aregbesola,Q108035710,Minister of Interior,2019-08-01,Q7296120-2D15FA22-202E-43AE-9155-F79D400D8213
Q73590469,Mariam Yalwaji Katagum,Q111079666,"Minister of State for Industry, Trade and Investment",2019-08-21,Q73590469-17452C0B-967C-4438-802B-E84D92AA4643
Q7370548,Rotimi Amaechi,Q108036175,Minister of Transportation,2019-08-21,Q7370548-2E1D4456-5242-47F0-87EB-CE5B482AC471
Q75184824,Olamilekan Adegbite,Q108035716,Minister of Mines and Steel Development,2019-01-01,Q75184824-6C527CEF-52ED-4CBF-9874-7BAFAD1BFE29
Q7530281,Sirika Hadi,Q54600190,Minister of Aviation of Nigeria,2019-08-22,Q7530281-A938E366-27D1-4AD3-A467-0F5E682493C6
Q99162710,Mustapha Baba Shehuri,Q111079663,Minister of State for Agriculture and Rural Development,2019-08-21,Q99162710-4B18E22A-DC7A-4A31-B737-6995B158995B
Q62356,Babatunde Fashola,Q108036024,Minister of Works and Housing,2015-11-11,Q62356-CB8AA16B-F3D3-4302-9F8D-5DB24D8986AB
